%JahrStadtteil,Bevölkerung Jahr,Bevölkerung Stadtteil,Bevölkerung,Bevölkerung männlich,Bevölkerung weiblich,Bevölkerung männlich (%),Bevölkerung weiblich (%),AKFrom,AKTo,AltersKlasse
2015Rintheim,2015,Rintheim,149,66,83,"0,44295302013423","0,55704697986577",15,17,15-17
2016Rintheim,2016,Rintheim,147,71,76,"0,48299319727891","0,51700680272109",15,17,15-17
2007Hagsfeld,2007,Hagsfeld,305,137,168,"0,44918032786885","0,55081967213115",15,17,15-17
2008Hagsfeld,2008,Hagsfeld,298,141,157,"0,47315436241611","0,52684563758389",15,17,15-17
2009Hagsfeld,2009,Hagsfeld,275,144,131,"0,52363636363636","0,47636363636364",15,17,15-17
2010Hagsfeld,2010,Hagsfeld,240,125,115,"0,52083333333333","0,47916666666667",15,17,15-17
2011Hagsfeld,2011,Hagsfeld,237,119,118,"0,50210970464135","0,49789029535865",15,17,15-17
2012Hagsfeld,2012,Hagsfeld,212,105,107,"0,49528301886792","0,50471698113208",15,17,15-17
2013Hagsfeld,2013,Hagsfeld,211,107,104,"0,50710900473934","0,49289099526066",15,17,15-17
2014Hagsfeld,2014,Hagsfeld,198,110,88,"0,55555555555556","0,44444444444444",15,17,15-17
2015Hagsfeld,2015,Hagsfeld,214,113,101,"0,52803738317757","0,47196261682243",15,17,15-17
2016Hagsfeld,2016,Hagsfeld,218,116,102,"0,53211009174312","0,46788990825688",15,17,15-17
2007Durlach,2007,Durlach,752,404,348,"0,53723404255319","0,46276595744681",15,17,15-17
2008Durlach,2008,Durlach,749,387,362,"0,51668891855808","0,48331108144192",15,17,15-17
2009Durlach,2009,Durlach,715,363,352,"0,50769230769231","0,49230769230769",15,17,15-17
2010Durlach,2010,Durlach,738,364,374,"0,49322493224932","0,50677506775068",15,17,15-17
2011Durlach,2011,Durlach,708,350,358,"0,49435028248588","0,50564971751412",15,17,15-17
2012Durlach,2012,Durlach,719,350,369,"0,48678720445063","0,51321279554937",15,17,15-17
2013Durlach,2013,Durlach,716,359,357,"0,50139664804469","0,49860335195531",15,17,15-17
2014Durlach,2014,Durlach,752,371,381,"0,49335106382979","0,50664893617021",15,17,15-17
2015Durlach,2015,Durlach,765,380,385,"0,49673202614379","0,50326797385621",15,17,15-17
2016Durlach,2016,Durlach,727,368,359,"0,50618982118294","0,49381017881706",15,17,15-17
2007Grötzingen,2007,Grötzingen,306,161,145,"0,52614379084967","0,47385620915033",15,17,15-17
2008Grötzingen,2008,Grötzingen,296,158,138,"0,53378378378378","0,46621621621622",15,17,15-17
2009Grötzingen,2009,Grötzingen,286,153,133,"0,53496503496504","0,46503496503497",15,17,15-17
2010Grötzingen,2010,Grötzingen,269,137,132,"0,5092936802974","0,4907063197026",15,17,15-17
2011Grötzingen,2011,Grötzingen,266,142,124,"0,53383458646617","0,46616541353383",15,17,15-17
2012Grötzingen,2012,Grötzingen,262,130,132,"0,49618320610687","0,50381679389313",15,17,15-17
2013Grötzingen,2013,Grötzingen,247,119,128,"0,48178137651822","0,51821862348178",15,17,15-17
2014Grötzingen,2014,Grötzingen,258,124,134,"0,48062015503876","0,51937984496124",15,17,15-17
2015Grötzingen,2015,Grötzingen,270,137,133,"0,50740740740741","0,49259259259259",15,17,15-17
2016Grötzingen,2016,Grötzingen,303,160,143,"0,52805280528053","0,47194719471947",15,17,15-17
2007Stupferich,2007,Stupferich,86,45,41,"0,52325581395349","0,47674418604651",15,17,15-17
2008Stupferich,2008,Stupferich,80,41,39,"0,5125","0,4875",15,17,15-17
2009Stupferich,2009,Stupferich,82,41,41,"0,5","0,5",15,17,15-17
2010Stupferich,2010,Stupferich,77,42,35,"0,54545454545455","0,45454545454545",15,17,15-17
2011Stupferich,2011,Stupferich,76,44,32,"0,57894736842105","0,42105263157895",15,17,15-17
2012Stupferich,2012,Stupferich,94,52,42,"0,5531914893617","0,4468085106383",15,17,15-17
2013Stupferich,2013,Stupferich,92,50,42,"0,54347826086957","0,45652173913043",15,17,15-17
2014Stupferich,2014,Stupferich,77,40,37,"0,51948051948052","0,48051948051948",15,17,15-17
2015Stupferich,2015,Stupferich,67,38,29,"0,56716417910448","0,43283582089552",15,17,15-17
2016Stupferich,2016,Stupferich,67,39,28,"0,58208955223881","0,41791044776119",15,17,15-17
2007Hohenwettersbach,2007,Hohenwettersbach,111,65,46,"0,58558558558559","0,41441441441441",15,17,15-17
2008Hohenwettersbach,2008,Hohenwettersbach,112,69,43,"0,61607142857143","0,38392857142857",15,17,15-17
2009Hohenwettersbach,2009,Hohenwettersbach,114,69,45,"0,60526315789474","0,39473684210526",15,17,15-17
2010Hohenwettersbach,2010,Hohenwettersbach,108,61,47,"0,56481481481481","0,43518518518519",15,17,15-17
2011Hohenwettersbach,2011,Hohenwettersbach,108,59,49,"0,5462962962963","0,4537037037037",15,17,15-17
2012Hohenwettersbach,2012,Hohenwettersbach,112,61,51,"0,54464285714286","0,45535714285714",15,17,15-17
2013Hohenwettersbach,2013,Hohenwettersbach,115,60,55,"0,52173913043478","0,47826086956522",15,17,15-17
2014Hohenwettersbach,2014,Hohenwettersbach,117,63,54,"0,53846153846154","0,46153846153846",15,17,15-17
2015Hohenwettersbach,2015,Hohenwettersbach,122,65,57,"0,5327868852459","0,4672131147541",15,17,15-17
2016Hohenwettersbach,2016,Hohenwettersbach,142,81,61,"0,57042253521127","0,42957746478873",15,17,15-17
2007Wolfartsweier,2007,Wolfartsweier,102,49,53,"0,48039215686275","0,51960784313725",15,17,15-17
2008Wolfartsweier,2008,Wolfartsweier,89,43,46,"0,48314606741573","0,51685393258427",15,17,15-17
2009Wolfartsweier,2009,Wolfartsweier,79,41,38,"0,51898734177215","0,48101265822785",15,17,15-17
2010Wolfartsweier,2010,Wolfartsweier,72,38,34,"0,52777777777778","0,47222222222222",15,17,15-17
2011Wolfartsweier,2011,Wolfartsweier,76,38,38,"0,5","0,5",15,17,15-17
