%JahrStadtteil,Bevölkerung Jahr,Bevölkerung Stadtteil,Bevölkerung,Bevölkerung männlich,Bevölkerung weiblich,Bevölkerung männlich (%),Bevölkerung weiblich (%),AKFrom,AKTo,AltersKlasse
2011Durlach,2011,Durlach,8123,4150,3973,"0,51089498953589","0,48910501046411",25,44,25-44
2012Durlach,2012,Durlach,8045,4089,3956,"0,50826600372902","0,49173399627098",25,44,25-44
2013Durlach,2013,Durlach,8005,4081,3924,"0,50980637101811","0,49019362898189",25,44,25-44
2014Durlach,2014,Durlach,8133,4160,3973,"0,51149637280216","0,48850362719784",25,44,25-44
2015Durlach,2015,Durlach,8348,4308,4040,"0,5160517489219","0,4839482510781",25,44,25-44
2016Durlach,2016,Durlach,8431,4313,4118,"0,51156446447634","0,48843553552366",25,44,25-44
2007Grötzingen,2007,Grötzingen,2365,1167,1198,"0,49344608879493","0,50655391120507",25,44,25-44
2008Grötzingen,2008,Grötzingen,2268,1119,1149,"0,49338624338624","0,50661375661376",25,44,25-44
2009Grötzingen,2009,Grötzingen,2215,1108,1107,"0,50022573363431","0,49977426636569",25,44,25-44
2010Grötzingen,2010,Grötzingen,2195,1107,1088,"0,50432801822323","0,49567198177677",25,44,25-44
2011Grötzingen,2011,Grötzingen,2090,1014,1076,"0,48516746411483","0,51483253588517",25,44,25-44
2012Grötzingen,2012,Grötzingen,2062,1009,1053,"0,48933074684772","0,51066925315228",25,44,25-44
2013Grötzingen,2013,Grötzingen,2039,1012,1027,"0,49632172633644","0,50367827366356",25,44,25-44
2014Grötzingen,2014,Grötzingen,2062,1026,1036,"0,49757516973812","0,50242483026188",25,44,25-44
2015Grötzingen,2015,Grötzingen,2030,1022,1008,"0,50344827586207","0,49655172413793",25,44,25-44
2016Grötzingen,2016,Grötzingen,2010,1046,964,"0,52039800995025","0,47960199004975",25,44,25-44
2007Stupferich,2007,Stupferich,677,319,358,"0,4711964549483","0,5288035450517",25,44,25-44
2008Stupferich,2008,Stupferich,668,312,356,"0,46706586826347","0,53293413173653",25,44,25-44
2009Stupferich,2009,Stupferich,638,302,336,"0,47335423197492","0,52664576802508",25,44,25-44
2010Stupferich,2010,Stupferich,638,295,343,"0,46238244514107","0,53761755485893",25,44,25-44
2011Stupferich,2011,Stupferich,634,296,338,"0,46687697160883","0,53312302839117",25,44,25-44
2012Stupferich,2012,Stupferich,620,295,325,"0,4758064516129","0,5241935483871",25,44,25-44
2013Stupferich,2013,Stupferich,620,294,326,"0,4741935483871","0,5258064516129",25,44,25-44
2014Stupferich,2014,Stupferich,584,277,307,"0,47431506849315","0,52568493150685",25,44,25-44
2015Stupferich,2015,Stupferich,607,290,317,"0,47775947281713","0,52224052718287",25,44,25-44
2016Stupferich,2016,Stupferich,656,321,335,"0,48932926829268","0,51067073170732",25,44,25-44
2007Hohenwettersbach,2007,Hohenwettersbach,831,403,428,"0,4849578820698","0,5150421179302",25,44,25-44
2008Hohenwettersbach,2008,Hohenwettersbach,824,392,432,"0,47572815533981","0,52427184466019",25,44,25-44
2009Hohenwettersbach,2009,Hohenwettersbach,773,374,399,"0,48382923673997","0,51617076326003",25,44,25-44
2010Hohenwettersbach,2010,Hohenwettersbach,742,360,382,"0,48517520215633","0,51482479784367",25,44,25-44
2011Hohenwettersbach,2011,Hohenwettersbach,686,337,349,"0,49125364431487","0,50874635568513",25,44,25-44
2012Hohenwettersbach,2012,Hohenwettersbach,650,322,328,"0,49538461538462","0,50461538461538",25,44,25-44
2013Hohenwettersbach,2013,Hohenwettersbach,633,308,325,"0,48657187993681","0,51342812006319",25,44,25-44
2014Hohenwettersbach,2014,Hohenwettersbach,620,295,325,"0,4758064516129","0,5241935483871",25,44,25-44
2015Hohenwettersbach,2015,Hohenwettersbach,628,304,324,"0,48407643312102","0,51592356687898",25,44,25-44
2016Hohenwettersbach,2016,Hohenwettersbach,624,300,324,"0,48076923076923","0,51923076923077",25,44,25-44
2007Wolfartsweier,2007,Wolfartsweier,938,449,489,"0,47867803837953","0,52132196162047",25,44,25-44
2008Wolfartsweier,2008,Wolfartsweier,914,445,469,"0,48687089715536","0,51312910284464",25,44,25-44
2009Wolfartsweier,2009,Wolfartsweier,917,454,463,"0,49509269356598","0,50490730643402",25,44,25-44
2010Wolfartsweier,2010,Wolfartsweier,884,437,447,"0,49434389140271","0,50565610859729",25,44,25-44
2011Wolfartsweier,2011,Wolfartsweier,863,416,447,"0,48203939745075","0,51796060254925",25,44,25-44
2012Wolfartsweier,2012,Wolfartsweier,851,407,444,"0,47826086956522","0,52173913043478",25,44,25-44
2013Wolfartsweier,2013,Wolfartsweier,824,389,435,"0,47208737864078","0,52791262135922",25,44,25-44
2014Wolfartsweier,2014,Wolfartsweier,796,387,409,"0,48618090452261","0,51381909547739",25,44,25-44
2015Wolfartsweier,2015,Wolfartsweier,796,396,400,"0,49748743718593","0,50251256281407",25,44,25-44
2016Wolfartsweier,2016,Wolfartsweier,761,391,370,"0,5137976346912","0,4862023653088",25,44,25-44
2007Grünwettersbach,2007,Grünwettersbach,990,490,500,"0,4949494949495","0,50505050505051",25,44,25-44
2008Grünwettersbach,2008,Grünwettersbach,946,461,485,"0,48731501057082","0,51268498942918",25,44,25-44
2009Grünwettersbach,2009,Grünwettersbach,927,450,477,"0,48543689320388","0,51456310679612",25,44,25-44
2010Grünwettersbach,2010,Grünwettersbach,913,441,472,"0,48302300109529","0,51697699890471",25,44,25-44
2011Grünwettersbach,2011,Grünwettersbach,907,435,472,"0,47960308710033","0,52039691289967",25,44,25-44
2012Grünwettersbach,2012,Grünwettersbach,889,422,467,"0,47469066366704","0,52530933633296",25,44,25-44
2013Grünwettersbach,2013,Grünwettersbach,856,416,440,"0,48598130841121","0,51401869158879",25,44,25-44
